2024-12-05 12:35:25.567; TRACE; INFO; http://localhost:8000/admin/slow; GET; 76d2d450-b13d-4a79-ba02-056cd31c16cf; user-2cfa0ef1; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 10:57:54.299; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 5; SELECT * FROM item WHERE id = ?;  
2024-12-09 10:57:54.336; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 126; SELECT * FROM item WHERE id = ?;  
2024-12-09 10:57:54.367; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 192; SELECT * FROM item WHERE id = ?;  
2024-12-09 10:57:54.401; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 716; SELECT * FROM item WHERE id = ?;  
2024-12-09 10:57:54.447; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 1795; ;  
2024-12-09 10:57:54.477; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; f291f09e-59c0-4c32-b972-0fa1826948f7; user-58c34bf6; 0:0:0:0:0:0:0:1; PC; 1795; ;  
2024-12-09 15:48:15.700; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:16.437; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:16.932; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:16.974; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:17.030; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 5; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:17.072; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 5; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:17.110; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 136; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:17.144; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 212; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:17.177; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 741; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:17.222; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 1521; ;  
2024-12-09 15:48:17.260; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; 2525d990-69ce-478f-a0fe-c6e1d6cc8925; user-18854523; 0:0:0:0:0:0:0:1; PC; 1521; ;  
2024-12-09 15:48:19.980; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:20.026; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:20.059; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:20.093; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:20.200; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:20.269; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:20.288; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:20.352; TRACE; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; 4; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:20.373; SLOW; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; 4; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:20.406; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; 118; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:20.424; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; 155; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:20.441; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 127.0.0.1; PC; 242; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:20.469; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 376; ;  
2024-12-09 15:48:20.500; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 376; ;  
2024-12-09 15:48:20.534; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 475; ;  
2024-12-09 15:48:20.565; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 539; ;  
2024-12-09 15:48:20.597; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 617; ;  
2024-12-09 15:48:20.627; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 13faa700-4d78-4afa-8810-ae1a7a1cf886; user-ae9e64d2; 0:0:0:0:0:0:0:1; PC; 617; ;  
2024-12-09 15:48:53.638; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:53.678; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:53.708; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:53.736; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:53.766; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:53.795; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:53.825; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 89; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:53.853; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 145; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:53.880; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 202; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:48:53.909; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 271; ;  
2024-12-09 15:48:53.938; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; 13eed488-aead-49e2-8826-b5b15fd21d4f; user-979476a9; 0:0:0:0:0:0:0:1; PC; 271; ;  
2024-12-09 15:48:56.776; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:56.815; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:56.848; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:56.878; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:48:56.910; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:56.930; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:56.946; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; ; ;  
2024-12-09 15:48:56.965; TRACE; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; 2; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:56.984; SLOW; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; 2; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:57.004; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; 58; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:57.020; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; 90; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:57.039; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 127.0.0.1; PC; 129; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:48:57.057; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 179; ;  
2024-12-09 15:48:57.085; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 179; ;  
2024-12-09 15:48:57.118; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 270; ;  
2024-12-09 15:48:57.147; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 332; ;  
2024-12-09 15:48:57.177; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 401; ;  
2024-12-09 15:48:57.207; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 065d3c00-f1a1-4b11-acae-0b6dd407bf89; user-d3a38846; 0:0:0:0:0:0:0:1; PC; 401; ;  
2024-12-09 15:53:44.407; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:53:44.456; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:53:44.490; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:53:44.519; TRACE; INFO; http://localhost:8090/transfer/ex; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:53:44.630; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; ; ;  
2024-12-09 15:53:44.700; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; ; ;  
2024-12-09 15:53:44.721; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; ; ;  
2024-12-09 15:53:44.756; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; 35; ;  
2024-12-09 15:53:44.775; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; 75; ;  
2024-12-09 15:53:44.793; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; 164; ;  
2024-12-09 15:53:44.813; ERROR; ERROR; com.example.neobns.logging.common.LoggingAspect; logExecution; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 127.0.0.1; PC; MyBatisSystemException : 500; ; /transfer/ex 
2024-12-09 15:53:44.841; TRACE; INFO; http://localhost:8090/transfer/ex; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 322; ;  
2024-12-09 15:53:44.869; SLOW; INFO; http://localhost:8090/transfer/ex; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 322; ;  
2024-12-09 15:53:44.906; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 416; ;  
2024-12-09 15:53:44.932; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 476; ;  
2024-12-09 15:53:44.963; ERROR; ERROR; com.example.neobns.service.TransferService; initiateTransfer; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; InternalServerError : 500; ; /transfer 
2024-12-09 15:53:44.996; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 588; ;  
2024-12-09 15:53:45.023; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; f7b8ed23-ab67-4739-9816-9f50c6a70c79; user-5d8761fe; 0:0:0:0:0:0:0:1; PC; 588; ;  
2024-12-09 15:55:52.365; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:55:52.403; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:55:52.429; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:55:52.457; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:55:52.559; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; ; ;  
2024-12-09 15:55:52.631; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; ; ;  
2024-12-09 15:55:52.650; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; ; ;  
2024-12-09 15:55:52.686; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; 35; ;  
2024-12-09 15:55:52.704; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; 73; ;  
2024-12-09 15:55:52.723; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; 165; ;  
2024-12-09 15:55:52.742; ERROR; ERROR; com.example.neobns.logging.common.LoggingAspect; logExecution; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 127.0.0.1; PC; MyBatisSystemException : 500; ; /transfer/ex 
2024-12-09 15:55:52.770; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 313; ;  
2024-12-09 15:55:52.797; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 313; ;  
2024-12-09 15:55:52.829; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 400; ;  
2024-12-09 15:55:52.859; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 456; ;  
2024-12-09 15:55:52.891; ERROR; ERROR; com.example.neobns.service.TransferService; initiateTransfer; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; InternalServerError : 500; ; /transfer 
2024-12-09 15:55:52.922; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 557; ;  
2024-12-09 15:55:52.950; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 56a40403-a565-46ff-afd4-4e001478d0a6; user-a1a1096c; 0:0:0:0:0:0:0:1; PC; 557; ;  
2024-12-09 15:56:09.154; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:09.187; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:09.214; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:09.241; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:09.273; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; ; ;  
2024-12-09 15:56:09.291; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; ; ;  
2024-12-09 15:56:09.308; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; ; ;  
2024-12-09 15:56:09.327; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; 19; ;  
2024-12-09 15:56:09.345; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; 54; ;  
2024-12-09 15:56:09.362; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; 89; ;  
2024-12-09 15:56:09.379; ERROR; ERROR; com.example.neobns.logging.common.LoggingAspect; logExecution; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 127.0.0.1; PC; MyBatisSystemException : 500; ; /transfer/ex 
2024-12-09 15:56:09.400; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 159; ;  
2024-12-09 15:56:09.429; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 159; ;  
2024-12-09 15:56:09.462; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 248; ;  
2024-12-09 15:56:09.492; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 305; ;  
2024-12-09 15:56:09.518; ERROR; ERROR; com.example.neobns.service.TransferService; initiateTransfer; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; InternalServerError : 500; ; /transfer 
2024-12-09 15:56:09.552; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 398; ;  
2024-12-09 15:56:09.579; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 60fab277-9748-49c5-9a10-b9d2a819df46; user-eede7647; 0:0:0:0:0:0:0:1; PC; 398; ;  
2024-12-09 15:56:13.199; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:13.234; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:13.260; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:13.288; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:13.318; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; ; ;  
2024-12-09 15:56:13.334; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; ; ;  
